Name,RAB1950,DEB1950,pm,pmPA,RV,Sp,Vmag,B-V,plx,_RA,_DE
Gl 464  ,12 21 21,+12 51.6, 0.188,171.9,   6.6,dM2         , 10.39, 1.44,  49.3,12 23 53,+12 34.8
Gl 464.1,12 22 01,+31 33.4, 0.207,276.1,  -4.4,G6 IV       ,  8.78, 0.74,  53.2,12 24 30,+31 16.8
Gl 465  ,12 22 13,-17 56.0, 2.532,154.7,  58.0,dM4         , 11.28, 1.60, 112.1,12 24 53,-18 14.5
NN 3723 ,12 22 25,-03 56.7, 0.258,213.8,  47.0,G5          ,  8.10,     ,  54.7,12 24 59,-04 13.5
NN 3724 ,12 22 31,+23 40.1, 0.327,201.0,      ,m           , 16.58, 1.88,  39.0,12 25 01,+23 23.2
GJ 2092 ,12 23 48,-65 56.0, 0.186,182.0,  55.0,DA/F        , 13.97, 0.40,  83.0,12 26 38,-66 12.8
NN 3725 ,12 24 44,+27 18.3, 0.270,161.0,   1.0,K3 V        ,  8.89, 1.02,  42.0,12 27 14,+27 01.5
NN 3726 ,12 24 27,+27 17.8, 0.227,156.0,      ,dM5  e      , 14.88, 1.73,  42.0,12 26 57,+27 01.0
Gl 468  ,12 25 55,-18 01.1, 0.267,139.3,   2.7,K4 V        ,  9.22, 1.24,  46.0,12 28 32,-18 17.9
NN 3727 ,12 26 19,-10 23.3, 0.281,273.0,      ,M2          , 10.96, 1.51,  83.0,12 28 53,-10 39.9
NN 3728 ,12 26 18,-10 23.3, 0.281,273.0,      ,g           , 11.00,     ,  83.0,12 28 52,-10 39.9
Gl 469  ,12 26 27,+08 42.4, 0.700,245.7,      ,M3.5        , 12.06, 1.60,  78.0,12 28 57,+08 25.6
NN 3729 ,12 26 37,+42 00.6, 0.284,221.0,      ,m           , 12.90,     ,  70.0,12 29 03,+41 43.8
Wo 9407 ,12 26 39,-30 33.6, 0.410,142.1,  16.2,K0 V        ,  9.06, 0.79,  20.0,12 29 19,-30 50.4
GJ 1158 ,12 26 49,-55 42.8, 1.250,231.9, -27.0,M4          , 13.27, 1.62,  65.0,12 29 29,-56 00.0
GJ 1159 ,12 26 58,+53 49.2, 1.232,275.1,      ,m           , 14.21, 1.55,  45.9,12 29 14,+53 32.7
GJ 1159 ,12 26 58,+53 49.5, 1.232,275.1, -89.0,M5.5-6      , 18.00,     ,  45.9,12 29 14,+53 33.0
NN 3730 ,12 26 58,+23 16.4, 0.180,268.0,      ,dM5         , 14.18, 1.60,  46.0,12 29 28,+22 59.8
Gl 469.1,12 27 10,-03 03.0, 0.672,210.0,   0.1,G8 V        ,  9.03, 0.70,  50.3,12 29 43,-03 20.1
NN 3731 ,12 27 22,-05 10.6, 0.605,239.2,      ,M3.5        , 13.00,     ,  60.0,12 29 55,-05 27.4
NN 3732 ,12 27 22,-05 10.6, 0.605,239.2,      ,M3.5:       , 14.25,     ,  60.0,12 29 55,-05 27.4
Gl 469.2,12 27 30,-13 07.0, 0.253,260.7,   1.9,G0 V    J   ,  6.46, 0.58,  47.4,12 30 05,-13 23.6
Gl 469.2,12 27 30,-13 07.0, 0.253,260.7,      ,            ,  9.20,     ,  47.4,12 30 05,-13 23.6
Gl 471  ,12 28 46,+09 05.6, 0.829,230.0,  19.0,dM1         ,  9.70, 1.45,  66.8,12 31 16,+08 48.6
GJ 1160 ,12 28 57,+55 23.7, 0.108, 93.2,  -5.0,K2 V        ,  8.12, 0.93,  44.0,12 31 19,+55 07.1
Gl 471.2,12 29 29,-15 55.2, 0.432,261.9,  -0.8,F0 IV       ,  4.30, 0.37,  54.8,12 32 04,-16 11.8
NN 3733 ,12 29 54,+31 52.3, 0.477,294.3,      ,m           , 13.22,     ,  41.0,12 32 20,+31 35.9
NN 3734 ,12 29 56,+20 40.0,      ,     ,      ,M4          , 12.90, 1.56,  47.0,12 32 26,+20 23.5
Gl 472  ,12 30 39,-68 28.5, 0.629,240.5,   0.3,K0 V        ,  7.13, 0.85,  76.3,12 33 32,-68 45.3
Gl 473  ,12 30 51,+09 17.6, 1.811,277.4,-553.7,dM5.5eJ     , 13.04, 1.83, 232.2,12 33 17,+09 01.3
Gl 473  ,12 30 51,+09 17.6, 1.811,277.4,      ,M7          , 13.30,     , 232.2,12 33 17,+09 01.3
Gl 474  ,12 31 20,+33 39.6, 0.009,195.5, -42.3,K0 III      ,  6.24, 1.05,  53.8,12 33 47,+33 23.1
Gl 475  ,12 31 22,+41 37.7, 0.764,292.2,   6.6,G0 V        ,  4.27, 0.59, 114.7,12 33 44,+41 21.4
NN 3735 ,12 31 25,-14 21.8, 0.531,265.6,   9.7,K3/4 V      ,  9.05, 1.11,  42.0,12 33 59,-14 38.4
Gl 476  ,12 32 30,+10 06.5, 0.516,235.7,  32.6,M3          , 11.42, 1.42,  69.4,12 35 01,+09 49.7
GJ 1161 ,12 32 54,-34 36.3, 0.228,250.5,      ,K4 V        ,  7.91, 1.04,  62.0,12 35 34,-34 52.9
GJ 1161 ,12 32 58,-34 37.7, 0.228,251.0,      ,            , 11.91, 1.60,  62.0,12 35 38,-34 54.3
Gl 477  ,12 33 15,-45 39.2, 0.710,186.5, -12.0,M1          , 11.10, 1.48,  78.8,12 35 59,-45 56.3
Gl 478  ,12 33 45,-76 40.7, 0.849,265.0,-106.0,m           , 11.00, 1.30,  29.0,12 36 50,-76 57.3
NN 3736 ,12 33 50,-04 06.1, 0.504,254.3,      ,M3: V       , 13.10, 1.60,  43.0,12 36 23,-04 22.7
Gl 479  ,12 35 11,-51 43.6, 1.035,271.4,   3.0,M3          , 10.67, 1.54, 121.1,12 37 53,-52 00.1
Gl 479.1,12 35 44,+79 29.4, 0.129,274.4, -18.4,dG2  e      ,  6.96, 0.59,  34.0,12 37 19,+79 12.9
GJ 2095 ,12 36 02,-49 32.5, 0.573,257.0, -12.0,DA6         , 13.96, 0.18,  60.4,12 38 46,-49 49.1
NN 3737 ,12 36 10,-38 04.9, 1.487,207.2,      ,M4          , 12.74, 1.69, 139.0,12 38 49,-38 22.5
GJ 1162 ,12 36 15,-04 02.8, 0.740,253.1,      ,m           , 13.52, 1.60,  50.5,12 38 47,-04 19.5
Gl 480  ,12 36 25,+11 58.4, 1.163,258.5,  -4.4,dM4         , 11.52, 1.48,  80.2,12 38 53,+11 41.7
GJ 2096 ,12 36 40,-77 34.4, 0.900,293.1,  24.3,K5 V        ,  9.05, 1.20,  49.0,12 39 52,-77 50.6
NN 3738 ,12 36 41,+47 18.9, 0.368,101.0,      ,m           , 12.14,     ,  48.0,12 39 05,+47 02.4
NN 3739 ,12 37 16,+25 47.4, 0.224,229.0,      ,m           , 14.81, 1.63,  47.0,12 39 44,+25 30.8
Gl 480.1,12 38 08,-43 18.4, 1.047,311.7, -44.0,M3.5        , 12.24, 1.73,  81.0,12 40 49,-43 34.3
Gl 481  ,12 38 35,+15 39.4, 0.417,163.9,  24.5,K4          ,  7.96, 1.12,  66.7,12 41 06,+15 22.6
Gl 482  ,12 39 07,-01 10.5, 0.568,270.8, -19.9,F0 V        ,  3.46, 0.36,  98.7,12 41 39,-01 26.9
Gl 482  ,12 39 07,-01 10.5, 0.568,270.7, -19.6,F0 V        ,  3.52,     ,  98.7,12 41 39,-01 26.9
NN 3740 ,12 39 15,-71 21.4, 0.706,269.2,      ,k-m         , 13.50,     ,  57.0,12 42 17,-71 37.9
NN 3741 ,12 39 16,+48 31.0, 0.273,135.0,      ,m           , 11.66,     ,  44.0,12 41 38,+48 14.4
NN 3742 ,12 39 17,+48 31.0, 0.273,135.0,      ,m           , 14.80,     ,  44.0,12 41 39,+48 14.4
NN 3743 ,12 39 27,+55 59.9, 0.119, 91.4,  -6.3,K3 V        ,  8.29, 0.95,  44.0,12 41 44,+55 43.5
NN 3744 ,12 40 59,+78 09.4, 0.803,304.5,      ,m           , 15.84, 1.86,  51.0,12 42 25,+77 53.4
GJ 1163 ,12 41 09,+25 22.8, 0.343,262.0,      ,dM4         , 12.96, 1.63,  54.0,12 43 36,+25 06.3
Gl 483  ,12 41 59,+52 02.1, 0.432,245.6,  10.6,K3 V        ,  7.04, 0.94,  63.1,12 44 15,+51 45.5
Gl 484  ,12 42 38,+39 33.0, 0.392,291.6,  80.7,G0 V        ,  5.95, 0.55,  63.5,12 45 00,+39 16.7
NN 3745 ,12 43 32,+53 11.7, 0.252,281.0,      ,m           , 14.42,     ,  46.0,12 45 47,+52 55.4
NN 3746 ,12 43 55,-11 32.4, 0.287,280.8, -16.8,G5 V        ,  6.87, 0.70,  47.0,12 46 31,-11 48.7
NN 3747 ,12 44 37,-03 17.9, 0.504,269.8,      ,M3          , 12.63, 1.54,  52.0,12 47 10,-03 34.3
NN 3748 ,12 44 45,+46 54.2, 0.814,250.1,      ,M2.5        , 11.76, 1.50,  61.0,12 47 01,+46 37.6
Gl 485  ,12 44 54,+31 29.4, 0.247,177.3,  -1.6,K4 V        ,  9.84, 1.29,  37.0,12 47 20,+31 12.8
Gl 486  ,12 45 29,+10 01.9, 1.077,246.8,  18.8,dM4         , 11.38, 1.57, 115.6,12 47 57,+09 45.2
GJ 1164 ,12 45 32,-24 32.2, 0.350,299.1,      ,K4/5 V      ,  9.02, 1.12,  48.0,12 48 11,-24 48.4
GJ 1164 ,12 45 31,-24 32.0, 0.368,295.2,      ,K7          , 10.04, 1.38,  48.0,12 48 10,-24 48.2
NN 3749 ,12 45 50,+47 30.3, 0.573,161.1,      ,m           , 13.65,     ,  41.0,12 48 10,+47 13.5
GJ 1165 ,12 45 54,-15 26.9, 0.093, 60.9,      ,K2 V        ,  7.94, 0.96,  50.0,12 48 32,-15 43.2
NN 3750 ,12 46 05,+58 36.8,      ,     ,      ,DC8 :       , 15.56,     ,  54.0,12 48 17,+58 20.5
Gl 486.1,12 46 21,+25 06.8, 0.358,251.9,  -8.7,G7 V        ,  6.31, 0.70,  60.0,12 48 47,+24 50.4
Wo 9417 ,12 46 29,+60 35.5, 0.109, 95.8, -12.0,F6 V        ,  5.85, 0.46,  36.0,12 48 39,+60 19.2
Gl 487  ,12 47 04,+66 23.0, 0.437,258.0,  -3.1,M3          , 10.90, 1.64, 116.2,12 49 03,+66 06.6
NN 3751 ,12 47 04,+09 44.8, 0.431,276.3,      ,M3.5        , 13.07, 1.56,  39.7,12 49 34,+09 28.5
NN 3752 ,12 47 12,+01 28.3, 0.646,186.7,   2.7,G8 V        ,  8.16, 0.69,  26.0,12 49 45,+01 11.4
NN 3753 ,12 47 52,+55 22.3, 0.046,267.5,      ,DA4         , 12.31, 0.03,  66.0,12 50 05,+55 06.0
NN 3754 ,12 47 56,+55 04.5, 1.286,192.2,      ,DC9+        , 17.82, 1.50,  40.2,12 50 08,+54 47.1
Wo 9418 ,12 48 05,+71 27.6, 0.260,230.0, -76.5,K8          , 10.08, 0.97,  20.0,12 49 55,+71 11.1
NN 3755 ,12 48 09,+27 11.9, 0.263,227.0,      ,m           , 14.14,     ,  40.0,12 50 35,+26 55.4
Gl 488  ,12 48 10,-00 29.4, 0.402,185.6,   6.1,M0.5Ve      ,  8.49, 1.40,  83.1,12 50 44,-00 46.0
GJ 1166 ,12 48 57,+22 22.5, 0.187,294.0,  19.0,dM4         , 12.97, 1.60,  40.0,12 51 24,+22 06.3
GJ 1166 ,12 49 02,+22 23.3, 0.187,294.0,  15.0,dM3-3.5     , 14.28, 1.72,  40.0,12 51 29,+22 07.1
Wo 9420 ,12 50 26,+34 00.5, 0.187,267.9,  10.8,K1 V        ,  9.42, 1.08,  31.0,12 52 49,+33 44.2
Wo 9421 ,12 50 37,-03 16.9, 0.265,268.4,  -7.1,F5 V        ,  6.11, 0.50,  36.0,12 53 11,-03 33.2
Gl 488.1,12 50 40,-39 54.4, 0.066,114.1,  -2.5,A7 III      ,  4.26, 0.21,  54.1,12 53 27,-40 10.7
Wo 9423 ,12 52 11,-43 52.7, 0.312,224.7,  32.0,G1 V        ,  5.88, 0.64,  42.8,12 54 59,-44 09.1
Gl 488.2,12 52 22,-06 03.9, 0.365,235.4,      ,K5          , 10.42, 1.18,  27.0,12 54 56,-06 20.3
Gl 488.2,12 52 21,-06 03.7, 0.292,238.0,      ,m           , 17.00,     ,  27.0,12 54 56,-06 20.1
NN 3756 ,12 53 41,+51 12.3, 0.820,162.7,      ,m           , 14.40, 1.74,  49.4,12 55 56,+50 55.4
Gl 489  ,12 55 07,-14 11.6, 0.349,274.6,   5.1,K4 V        ,  9.12, 1.12,  61.7,12 57 44,-14 27.8
Gl 490  ,12 55 19,+35 29.8, 0.260,244.0,  -6.9,M0 Ve       , 10.68, 1.44,  47.4,12 57 40,+35 13.5
Gl 490  ,12 55 18,+35 29.6, 0.260,244.0,  -2.8,dM4  e      , 13.20, 1.64,  47.4,12 57 39,+35 13.3
Gl 491  ,12 56 28,-09 34.0, 0.851,283.5,   8.0,K0 V        ,  7.56, 0.79,  42.0,12 59 02,-09 50.0
Gl 491  ,12 56 28,-09 34.0, 0.851,283.5,      ,            , 12.50,     ,  42.0,12 59 02,-09 50.0
NN 3757 ,12 56 55,+08 00.1, 0.700,270.6,      ,m+          , 16.00,     ,  52.0,12 59 24,+07 43.9
NN 3758 ,12 57 30,-05 21.7, 0.328,279.0,      ,M3.5        , 12.54, 1.56,  61.0,13 00 04,-05 37.8
Gl 492  ,12 57 38,+03 45.5, 0.963,207.5,      ,DC9         , 15.79, 0.64,  63.9,13 00 09,+03 28.6
Gl 493  ,12 57 45,-02 26.1, 0.814,269.9, -14.5,dM0.5       ,  9.78, 1.20,  59.4,13 00 17,-02 42.3
Gl 493.1,12 58 05,+05 57.1, 0.973,284.4, -40.0,dM5  e      , 13.40, 1.75, 122.8,13 00 34,+05 41.2
NN 3759 ,12 58 16,-62 55.3, 0.556,221.5,      ,dM2         , 10.95,     ,  55.0,13 01 21,-63 11.8
Gl 494  ,12 58 19,+12 38.7, 0.714,268.3, -11.1,dM1.5e      ,  9.75, 1.47,  89.9,13 00 47,+12 22.5
Gl 496  ,13 01 05,-20 18.9, 0.141, 84.3,  26.7,F7 V    J   ,  6.27, 0.56,  42.0,13 03 46,-20 35.0
Gl 496  ,13 01 05,-20 18.9, 0.141, 84.3,  28.0,            ,  6.40,     ,  42.0,13 03 46,-20 35.0
Gl 496.1,13 02 04,-52 09.8, 1.151,224.9,  37.8,K9 V        ,  9.06, 1.37,  49.3,13 04 57,-52 26.5
NN 3760 ,13 03 12,+37 24.3, 0.352,238.0,      ,M4          , 11.72,     ,  59.0,13 05 30,+37 08.1
Gl 498  ,13 03 29,+49 44.2, 0.142, 24.1,  -3.3,dK8         ,  9.30, 1.17,  43.0,13 05 41,+49 28.3
Gl 499  ,13 03 49,+20 59.7, 0.084,315.6,  -1.8,dM0         ,  9.44, 1.29,  58.3,13 06 15,+20 43.7
Gl 499  ,13 03 49,+20 59.7, 0.084,315.6,  -2.5,            , 14.90,     ,  58.3,13 06 15,+20 43.7
Gl 499.1,13 03 57,+22 53.0, 0.058,153.2,  -5.1,M5 III      ,  5.60, 1.59,  43.5,13 06 23,+22 36.9
NN 3761 ,13 04 05,-77 02.5, 0.063,141.2,      ,K3 V        ,  8.88, 1.04,  40.0,13 08 03,-77 18.6
NN 3762 ,13 04 24,+31 08.0, 0.502,159.9,      ,m           , 15.48, 1.86,  60.0,13 06 47,+30 51.6
GJ 2097 ,13 04 36,+21 05.0, 0.082,241.0,  -7.0,m           , 12.58, 1.62, 156.0,13 07 02,+20 49.0
Wo 9427 ,13 05 15,+34 40.1, 0.125,267.2, -10.2,dK8         ,  9.34, 1.18,  42.0,13 07 35,+34 24.1
Wo 9428 ,13 05 57,+17 14.3, 0.103,255.5,      ,M0          , 11.80, 1.55,  46.0,13 08 24,+16 58.3
Wo 9429 ,13 06 19,+05 29.0, 0.685,173.2,  28.1,G5 IV       ,  6.80, 0.67,  45.6,13 08 51,+05 12.5
NN 3763 ,13 06 24,+16 38.2, 0.541,252.5,      ,m           , 12.99,     ,  40.0,13 08 50,+16 22.1
NN 3764 ,13 06 27,-39 52.3, 1.196,142.4,      ,M3.5        , 12.86, 1.60,  62.0,13 09 20,-40 09.1
NN 3765 ,13 06 45,+49 20.8,      ,     ,      ,M0          , 11.04, 1.54,  52.0,13 08 56,+49 04.8
Gl 500  ,13 07 00,-21 55.3, 0.379,155.8, -12.4,G6 V        ,  7.36, 0.73,  76.3,13 09 42,-22 11.6
GJ 1167 ,13 07 13,+29 15.2, 0.379,240.0,      ,dM5         , 14.18, 1.72,  63.0,13 09 35,+28 59.1
Gl 501  ,13 07 33,+17 47.6, 0.450,288.8, -11.6,F5 V        ,  4.98, 0.45,  51.7,13 09 59,+17 31.8
Gl 501  ,13 07 33,+17 47.6, 0.450,288.8, -27.7,F5 V        ,  5.17,     ,  51.7,13 09 59,+17 31.8
Gl 501.1,13 08 18,+36 12.0, 0.057,288.3, -14.9,F5 IV       ,  8.16, 0.58,  46.9,13 10 37,+35 56.1
NN 3766 ,13 09 00,+28 50.0, 0.643,221.9,      ,m           , 15.89, 1.86,  50.0,13 11 21,+28 33.7
Gl 501.2,13 09 15,-37 32.3, 0.390,276.3, -15.0,G3 V        ,  4.85, 0.70,  57.1,13 12 03,-37 48.2
NN 3767 ,13 09 24,+25 36.5, 0.487,248.9,      ,m           , 15.75, 1.79,  41.0,13 11 46,+25 20.4
Gl 502  ,13 09 32,+28 07.9, 1.189,317.7,   5.1,G0 V        ,  4.26, 0.57, 119.8,13 11 52,+27 52.7
NN 3768 ,13 09 59,+85 18.6, 0.331,137.0,      ,DC9         , 16.00, 0.78,  54.5,13 08 46,+85 02.5
Wo 9433 ,13 10 04,+74 07.2, 0.305,279.3, -38.6,G2          ,  9.34, 0.58,  41.9,13 11 23,+73 51.3
NN 3769 ,13 10 10,-02 00.0, 0.166,275.2,      ,K0          ,  7.56,     ,  53.0,13 12 44,-02 15.9
NN 3770 ,13 10 11,-47 12.2, 2.127,268.4,      ,DC9+        , 17.05, 1.40,  67.6,13 12 57,-47 28.1
GJ 1168 ,13 10 41,+20 27.2, 0.619,283.9,      ,dM          , 13.02, 1.58,  56.0,13 13 05,+20 11.4
Gl 503  ,13 11 08,-58 50.2, 0.296,237.7, -64.8,F7 IV       ,  4.92, 0.48,  52.2,13 14 15,-59 06.2
NN 3771 ,13 11 26,+56 56.7, 0.017,182.8, -18.7,K2 II       ,  7.97, 1.17,  50.5,13 13 28,+56 40.8
Gl 503.2,13 11 34,+56 58.4, 0.112, 98.2,  -8.9,G1  V       ,  6.83, 0.60,  36.0,13 13 37,+56 42.5
NN 3772 ,13 11 36,+04 09.8, 0.728,271.7,      ,m           , 13.48, 1.64,  46.0,13 14 06,+03 54.0
NN 3773 ,13 12 38,-72 52.0, 0.500,249.7,      ,m           , 13.05,     ,  43.0,13 16 16,-73 08.0
Gl 503.3,13 13 16,-19 40.7, 0.326,110.9,  34.2,K1 IV       ,  5.22, 1.03,  46.9,13 15 59,-19 56.6
GJ 1169 ,13 14 14,+28 08.0, 0.749,285.8, -16.0,m           , 13.26, 1.65,  62.8,13 16 34,+27 52.4
Gl 504  ,13 14 18,+09 41.1, 0.388,299.8, -27.4,G0 V        ,  5.20, 0.58,  74.2,13 16 47,+09 25.5
Gl 505  ,13 14 22,+17 17.0, 0.658,113.3,   6.7,K1 V        ,  6.59, 0.94,  84.0,13 16 51,+17 01.0
Gl 505  ,13 14 22,+17 17.0, 0.658,113.3,   9.0,M1 V        ,  9.60,     ,  84.0,13 16 51,+17 01.0
NN 3774 ,13 14 28,+23 26.0, 0.274,106.0,      ,M2          , 11.69,     ,  44.0,13 16 53,+23 10.1
NN 3775 ,13 15 30,+02 29.9, 0.360,263.0,      ,m           , 12.97,     ,  68.0,13 18 02,+02 14.1
GJ 1170 ,13 15 41,+36 34.0, 0.300,196.0,  23.0,dM2         , 11.29, 1.41,  46.0,13 17 58,+36 18.0
Gl 506  ,13 15 47,-18 02.0, 1.515,225.1,  -8.4,G6 V        ,  4.74, 0.71, 112.1,13 18 24,-18 18.7
NN 3776 ,13 16 33,+33 42.1, 0.004,241.9,      ,K1 V        ,  8.13, 1.14,  54.0,13 18 52,+33 26.4
Gl 506.2,13 16 45,+85 00.9, 0.136,279.7,   8.7,dF7         ,  7.28, 0.50,  19.0,13 15 11,+84 45.1
Gl 507  ,13 17 14,+35 23.0, 0.873,154.6,  -4.9,dM1.5       ,  9.51, 1.47,  79.9,13 19 33,+35 06.6
Gl 507  ,13 17 14,+35 23.0, 0.873,154.6,  -8.5,M3          , 12.10, 1.58,  79.9,13 19 33,+35 06.6
NN 3777 ,13 17 17,-35 08.0, 0.961,241.9,      ,M3.5        , 12.80,     ,  57.0,13 20 03,-35 24.1
Gl 507.1,13 17 22,+33 36.6, 0.251,240.0, -11.8,dM2         , 10.62, 1.51,  50.6,13 19 40,+33 20.8
Gl 508  ,13 17 36,+48 02.4, 0.147,101.0,  -3.3,dM1.5eJ     ,  8.94, 1.48, 103.0,13 19 46,+47 46.7
Gl 508  ,13 17 36,+48 02.4, 0.147,101.0,      ,            ,  9.80,     , 103.0,13 19 46,+47 46.7
Gl 508.1,13 17 47,-36 26.9, 0.353,255.4,   0.1,A2 V        ,  2.75, 0.04,  60.6,13 20 36,-36 42.7
Gl 508.2,13 18 38,+34 32.7, 0.593,119.1, -23.0,dM1         , 10.62, 1.44,  61.0,13 20 58,+34 16.8
NN 3778 ,13 19 05,+04 01.7, 0.504,265.9,      ,m           , 11.90,     ,  44.0,13 21 36,+03 46.0
NN 3779 ,13 20 36,+24 44.3, 1.080,215.6,      ,M3.5        , 12.93, 1.62,  72.5,13 22 57,+24 27.9
NN 3780 ,13 20 55,-25 38.9, 0.662,250.4,      ,m           , 12.90,     ,  79.0,13 23 38,-25 54.7
NN 3781 ,13 21 06,+02 58.9, 0.185,  1.4,  28.0,G5 V        ,  7.06, 0.77,  49.0,13 23 39,+02 43.4
NN 3782 ,13 21 08,+02 59.0, 0.190,359.5,      ,G5 V        ,  7.36, 0.83,  49.0,13 23 41,+02 43.5
Gl 508.3,13 21 07,-13 46.8, 0.763,239.2,      ,K7          , 11.79, 1.40,  29.0,13 23 44,-14 02.8
Gl 509  ,13 21 14,+29 29.7, 0.539,295.7, -39.0,dM0         ,  9.52, 1.33,  53.2,13 23 33,+29 14.3
Gl 509  ,13 21 14,+29 29.7, 0.539,295.7,      ,dK6         ,  9.80,     ,  53.2,13 23 33,+29 14.3
Gl 509.1,13 21 26,+58 10.0, 0.120,104.9,  -6.6,M0 V        ,  9.75, 1.26,  49.0,13 23 23,+57 54.3
NN 3783 ,13 21 55,+55 11.2, 0.121,102.0,  -5.6,dA1  p      ,  2.25, 0.02,  41.4,13 23 56,+54 55.6
NN 3784 ,13 21 56,+55 10.9, 0.119,106.0,  -9.3,A1 m        ,  3.95, 0.13,  41.4,13 23 57,+54 55.3
Gl 510  ,13 23 04,-28 06.8, 0.471,257.4, -14.0,M2.5        , 11.02, 1.53,  71.0,13 25 49,-28 22.5
NN 3785 ,13 23 14,+55 14.9, 0.115, 98.5,  -8.9,A5 V        ,  4.01, 0.16,  41.0,13 25 14,+54 59.3
Gl 511  ,13 23 56,-24 02.0, 0.388,255.5, -10.9,K3 V        ,  8.72, 0.89,  33.0,13 26 39,-24 17.6
Gl 511.1,13 24 17,+63 31.0, 0.457,299.3, -30.9,dG6         ,  6.50, 0.74,  62.0,13 25 59,+63 15.6
NN 3786 ,13 24 33,-30 55.0, 0.614,256.6,      ,M4          , 13.60,     ,  60.0,13 27 19,-31 10.7
Gl 511.2,13 24 47,-15 42.9, 0.123,279.4, -12.4,K1 III      ,  4.75, 1.10,  57.3,13 27 27,-15 58.4
Gl 512  ,13 25 46,-02 05.6, 0.482,158.9, -41.6,dM4         , 11.32, 1.52,  83.8,13 28 21,-02 21.5
Gl 512  ,13 25 46,-02 05.6, 0.482,158.9,      ,M4          , 13.69, 1.68,  83.8,13 28 21,-02 21.5
Gl 512.1,13 25 59,+14 02.7, 0.628,202.3,   5.3,G2.5 Va     ,  4.98, 0.71, 112.0,13 28 26,+13 46.7
Gl 513  ,13 26 52,+11 42.9, 1.228,165.0,  40.0,M5          , 12.13, 1.46,  51.8,13 29 22,+11 26.4
NN 3787 ,13 27 23,-51 47.7, 0.684,236.3,      ,m           , 13.10,     ,  46.0,13 30 26,-52 03.5
Gl 514  ,13 27 27,+10 39.0, 1.552,134.3,  14.3,M1 V        ,  9.05, 1.50, 138.7,13 30 00,+10 22.6
Gl 514.1,13 27 29,-08 26.6, 1.202,246.2,      ,M4  :       , 14.25, 1.65,  67.4,13 30 03,-08 42.5
Gl 515  ,13 27 40,-08 18.6, 1.188,247.7,  37.0,DA5         , 12.31, 0.08,  61.6,13 30 14,-08 34.4
GJ 1171 ,13 28 08,+19 26.0, 1.397,200.5,      ,            , 14.73, 1.80,  69.1,13 30 31,+19 09.5
NN 3788 ,13 29 08,-02 03.8, 0.880,287.5, -53.3,G9 V        ,  7.36, 0.78,  47.0,13 31 40,-02 19.0
NN 3789 ,13 29 28,+29 32.0, 0.278,235.0,      ,M4  e       , 11.95, 1.57, 126.0,13 31 46,+29 16.5
NN 3790 ,13 29 29,+23 38.7, 0.282,279.0,      ,m           , 12.26,     ,  50.0,13 31 51,+23 23.3
Wo 9448 ,13 29 41,+31 23.4, 0.141,281.4,      ,M0 V        , 11.11, 1.44,  48.3,13 31 59,+31 08.0
Wo 9448 ,13 29 41,+31 23.4, 0.141,281.4,      ,            , 11.30,     ,  48.3,13 31 59,+31 08.0
Gl 516  ,13 30 18,+17 04.2, 0.338,127.0,  -1.9,dM3.5e      , 12.01, 1.53,  63.0,13 32 45,+16 48.6
Gl 516  ,13 30 18,+17 04.2, 0.338,127.0,  -1.5,dM3.5e      , 12.30,     ,  63.0,13 32 45,+16 48.6
GJ 2102 ,13 31 05,+08 50.5, 0.515,280.1,      ,K0          ,  7.98, 1.00,  52.7,13 33 33,+08 35.2
Wo 9450 ,13 31 36,-38 38.8, 0.594,132.3,  83.6,G4 V        ,  7.29, 0.67,  35.0,13 34 33,-38 54.5
NN 3791 ,13 31 40,-26 06.6, 0.788,242.9,      ,m           , 14.00,     ,  56.0,13 34 24,-26 22.2
GJ 1172 ,13 31 49,+04 55.5, 0.192,133.5,  14.0,dM0.5       ,  9.97, 1.38,  57.0,13 34 21,+04 40.0
Wo 9452 ,13 31 52,+75 15.7, 0.452,276.1, -35.0,K7          , 10.27, 1.29,  35.0,13 32 41,+75 00.4
Gl 517  ,13 32 07,-08 05.1, 0.293,250.5, -24.0,K5          ,  9.31, 1.21,  52.0,13 34 44,-08 20.5
NN 3792 ,13 32 10,-00 20.4, 0.287,276.0, -13.2,A3 V        ,  3.37, 0.11,  36.9,13 34 43,-00 35.7
NN 3793 ,13 32 25,+20 27.1, 0.181,164.0,      ,m           , 13.77,     ,  42.0,13 34 49,+20 11.6
GJ 1173 ,13 32 51,-00 08.2, 0.235, 14.1,  10.0,K7 V        , 10.28, 1.44,  48.0,13 35 25,-00 23.3
Wo 9453 ,13 34 01,+74 45.3, 0.440,265.7,  -3.0,dK5         ,  9.79, 1.12,  31.0,13 34 52,+74 30.0
Wo 9453 ,13 34 01,+74 45.3, 0.440,265.7,      ,k           , 13.47, 1.44,  31.0,13 34 52,+74 30.0
Gl 518  ,13 34 13,+03 57.0, 3.870,253.6,      ,DZ9         , 14.65, 0.95, 122.2,13 36 33,+03 40.8
Gl 518.1,13 34 29,+08 01.6, 0.837,245.7,      ,K4          , 10.02, 1.09,  27.0,13 36 56,+07 46.0
NN 3794 ,13 34 33,+23 13.4, 0.194,151.0,      ,m           , 12.66,     ,  42.0,13 36 56,+22 58.0
Gl 518.2,13 34 55,+30 20.3, 0.166,282.2,   3.6,G8 V        ,  9.30, 0.64,  47.3,13 37 12,+30 05.1
